Step,PPO_1,PPO_2,PPO_3,PPO_4,PPO_5,PPO_6,PPO_7,PPO_8,PPO_9,PPO_10,PPO_11,PPO_12,PPO_13,PPO_14,PPO_15,PPO_16,PPO_17,PPO_18,PPO_19,PPO_20
16384,2.309999942779541,2.7100000381469727,2.2300000190734863,2.740000009536743,1.840000033378601,2.180000066757202,2.609999895095825,2.430000066757202,2.240000009536743,2.200000047683716,2.2100000381469727,1.899999976158142,1.899999976158142,2.8299999237060547,1.7100000381469729,1.940000057220459,2.059999942779541,2.450000047683716,2.25,2.7100000381469727
32768,7.210000038146973,9.140000343322754,8.949999809265137,12.789999961853027,10.010000228881836,9.5600004196167,8.859999656677246,8.869999885559082,8.029999732971191,10.279999732971191,16.719999313354492,7.849999904632568,9.510000228881836,13.369999885559082,9.010000228881836,13.640000343322754,7.71999979019165,8.479999542236328,15.039999961853027,9.479999542236328
49152,42.41999816894531,34.95000076293945,56.27000045776367,50.27000045776367,62.09999847412109,49.970001220703125,45.95000076293945,54.27000045776367,56.38999938964844,47.20000076293945,79.61000061035156,34.349998474121094,64.05999755859375,57.119998931884766,39.20000076293945,78.12000274658203,57.59999847412109,44.2599983215332,82.48999786376953,51.2400016784668
65536,80.77999877929688,66.36000061035156,115.45999908447266,87.30000305175781,113.0999984741211,87.12000274658203,70.4000015258789,110.98999786376952,6.0,93.16999816894533,127.8000030517578,85.16999816894531,105.8499984741211,103.47000122070312,103.47000122070312,98.93000030517578,99.83999633789062,102.54000091552734,123.25,116.2300033569336
81920,113.51000213623048,63.0099983215332,111.43000030517578,120.0,85.6500015258789,148.4199981689453,103.58000183105467,136.0500030517578,9.920000076293944,69.13999938964844,204.1199951171875,111.19000244140624,112.66999816894533,117.5999984741211,78.93000030517578,46.369998931884766,111.68000030517578,108.9800033569336,118.25,137.9600067138672
98304,30.6200008392334,109.79000091552734,175.8699951171875,23.030000686645508,33.900001525878906,28.0,42.2599983215332,112.31999969482422,7.480000019073486,46.5099983215332,209.6100006103516,76.98999786376953,44.790000915527344,199.6699981689453,40.41999816894531,21.46999931335449,117.29000091552734,40.56999969482422,78.0,120.0
114688,14.859999656677246,112.77999877929688,108.9800033569336,12.6899995803833,5.949999809265137,10.0,25.399999618530277,61.93000030517578,4.21999979019165,29.290000915527344,120.0,28.0,23.34000015258789,78.0,30.01000022888184,54.040000915527344,79.81999969482422,24.540000915527344,28.0,45.560001373291016
131072,3.549999952316284,78.0,78.0,4.269999980926514,7.440000057220459,3.0,3.400000095367432,37.650001525878906,7.210000038146973,121.06999969482422,24.43000030517578,10.0,15.850000381469728,78.0,27.920000076293945,82.55000305175781,43.56999969482422,10.899999618530272,10.0,21.21999931335449
147456,18.90999984741211,28.0,10.0,13.020000457763672,6.0,3.0,3.450000047683716,10.649999618530272,119.01000213623048,36.59000015258789,1.0,9.489999771118164,89.73999786376953,3.0,81.29000091552734,39.900001525878906,22.600000381469727,65.2699966430664,9.399999618530272,6.0
163840,55.4900016784668,28.0,1.0,24.790000915527344,6.0,3.0,3.450000047683716,8.15999984741211,33.349998474121094,19.979999542236328,1.100000023841858,9.489999771118164,28.0,3.0,27.93000030517578,20.979999542236328,34.88999938964844,59.150001525878906,9.399999618530272,1.0
