Step,PPO_1,PPO_2,PPO_3,PPO_4,PPO_5,PPO_6,PPO_7,PPO_8,PPO_9,PPO_10,PPO_11,PPO_12,PPO_13,PPO_14,PPO_15,PPO_16,PPO_17,PPO_18,PPO_19,PPO_20
16384,4.420000076293945,3.9800000190734863,4.760000228881836,4.389999866485596,3.75,4.139999866485596,4.46999979019165,4.440000057220459,3.940000057220459,4.349999904632568,4.369999885559082,4.230000019073486,4.590000152587891,4.650000095367432,4.110000133514404,4.5,3.5199999809265137,3.440000057220459,4.559999942779541,4.559999942779541
32768,13.25,11.25,12.18000030517578,11.699999809265137,11.390000343322754,11.710000038146973,14.390000343322754,12.149999618530272,12.9399995803833,12.100000381469728,12.1899995803833,11.859999656677246,11.630000114440918,12.140000343322754,9.520000457763672,12.260000228881836,12.0600004196167,11.630000114440918,10.800000190734863,10.119999885559082
49152,20.049999237060547,18.520000457763672,18.920000076293945,17.979999542236328,18.06999969482422,17.43000030517578,19.40999984741211,17.309999465942383,18.6299991607666,19.32999992370605,19.649999618530277,17.850000381469727,19.6200008392334,19.459999084472656,16.290000915527344,17.739999771118164,18.51000022888184,18.040000915527344,18.270000457763672,18.540000915527344
65536,23.13999938964844,22.59000015258789,24.11000061035156,23.600000381469727,23.729999542236328,21.38999938964844,24.46999931335449,20.729999542236328,24.229999542236328,21.63999938964844,23.799999237060547,22.920000076293945,25.1200008392334,24.100000381469727,23.149999618530277,23.049999237060547,24.11000061035156,22.31999969482422,23.3799991607666,23.170000076293945
81920,26.940000534057617,26.670000076293945,26.540000915527344,23.459999084472656,25.84000015258789,22.6299991607666,27.280000686645508,24.71999931335449,27.049999237060547,25.5,27.46999931335449,26.940000534057617,21.56999969482422,24.770000457763672,24.200000762939453,27.049999237060547,26.13999938964844,26.479999542236328,27.530000686645508,27.3700008392334
98304,14.100000381469728,27.26000022888184,27.75,26.600000381469727,25.90999984741211,21.280000686645508,26.100000381469727,24.90999984741211,28.0,24.959999084472656,12.130000114440918,27.649999618530277,24.36000061035156,24.90999984741211,25.31999969482422,27.670000076293945,27.309999465942383,25.34000015258789,27.729999542236328,27.57999992370605
114688,21.790000915527344,16.56999969482422,25.459999084472656,22.530000686645508,27.86000061035156,25.559999465942383,27.520000457763672,27.799999237060547,25.01000022888184,28.0,19.84000015258789,27.8700008392334,27.600000381469727,27.479999542236328,26.030000686645508,9.229999542236328,19.200000762939453,26.93000030517578,27.670000076293945,24.709999084472656
131072,27.71999931335449,22.280000686645508,27.93000030517578,19.739999771118164,22.799999237060547,19.15999984741211,12.75,10.229999542236328,27.479999542236328,15.3100004196167,21.93000030517578,28.0,2.5999999046325684,8.619999885559082,21.82999992370605,14.789999961853027,27.07999992370605,27.93000030517578,28.0,19.63999938964844
147456,21.13999938964844,24.81999969482422,28.0,27.8700008392334,25.739999771118164,22.239999771118164,27.3799991607666,12.899999618530272,22.649999618530277,16.829999923706055,23.5,28.0,16.6299991607666,15.140000343322754,27.51000022888184,19.459999084472656,27.799999237060547,18.31999969482422,28.0,26.540000915527344
163840,10.3100004196167,26.06999969482422,28.0,15.880000114440918,20.649999618530277,26.770000457763672,20.459999084472656,15.079999923706056,18.149999618530277,25.399999618530277,26.450000762939453,25.34000015258789,12.479999542236328,12.520000457763672,13.9399995803833,25.81999969482422,28.0,24.31999969482422,27.81999969482422,12.640000343322754
