Step,A2C_1,A2C_2,A2C_3,A2C_4,A2C_5,A2C_6,A2C_7,A2C_8,A2C_9,A2C_10,A2C_11,A2C_12,A2C_13,A2C_14,A2C_15,A2C_16,A2C_17,A2C_18,A2C_19,A2C_20
80000,20.549999237060547,20.61000061035156,28.0,20.8799991607666,21.0,21.0,28.0,20.940000534057617,28.0,27.459999084472656,20.850000381469727,21.0,21.0,21.0,28.0,21.0,28.0,28.0,27.739999771118164,21.0
84000,21.0,20.76000022888184,28.0,21.0,20.76000022888184,20.649999618530277,28.0,21.0,27.75,27.780000686645508,21.0,21.0,21.0,21.0,27.729999542236328,21.0,27.3799991607666,27.8700008392334,28.0,21.0
88000,20.940000534057617,21.0,27.8700008392334,21.0,20.81999969482422,21.0,28.0,20.81999969482422,28.0,28.0,21.0,21.0,21.0,21.0,28.0,21.0,27.739999771118164,28.0,28.0,21.0
92000,20.88999938964844,21.0,28.0,21.0,20.940000534057617,20.88999938964844,27.600000381469727,21.0,27.739999771118164,27.8700008392334,21.0,21.0,20.739999771118164,21.0,27.65999984741211,21.0,28.0,28.0,28.0,21.0
96000,21.0,21.0,27.8700008392334,21.0,20.940000534057617,20.940000534057617,27.93000030517578,21.0,27.799999237060547,27.729999542236328,21.0,20.729999542236328,21.0,20.940000534057617,27.239999771118164,20.520000457763672,28.0,28.0,28.0,21.0
100000,21.0,20.940000534057617,27.93000030517578,21.0,21.0,21.0,27.5,20.940000534057617,27.799999237060547,27.729999542236328,21.0,21.0,21.0,21.0,27.81999969482422,21.0,28.0,28.0,28.0,20.88999938964844
104000,20.940000534057617,21.0,27.65999984741211,20.850000381469727,20.850000381469727,20.739999771118164,27.93000030517578,21.0,28.0,28.0,20.790000915527344,21.0,21.0,21.0,28.0,21.0,28.0,27.600000381469727,27.61000061035156,21.0
108000,20.940000534057617,21.0,28.0,21.0,20.88999938964844,21.0,27.75,21.0,28.0,28.0,21.0,21.0,21.0,21.0,28.0,20.850000381469727,27.75,28.0,28.0,20.940000534057617
112000,20.81999969482422,21.0,28.0,21.0,21.0,21.0,28.0,21.0,27.8700008392334,28.0,21.0,21.0,21.0,20.850000381469727,27.6200008392334,20.940000534057617,28.0,28.0,28.0,21.0
116000,20.88999938964844,20.63999938964844,27.65999984741211,20.799999237060547,21.0,20.940000534057617,28.0,21.0,28.0,28.0,21.0,21.0,21.0,21.0,27.93000030517578,20.940000534057617,28.0,28.0,27.93000030517578,21.0
120000,21.0,21.0,28.0,21.0,21.0,21.0,28.0,21.0,27.81999969482422,28.0,21.0,21.0,21.0,21.0,28.0,21.0,28.0,28.0,28.0,20.850000381469727
124000,20.88999938964844,21.0,28.0,21.0,20.81999969482422,21.0,28.0,21.0,28.0,27.729999542236328,21.0,21.0,21.0,21.0,28.0,21.0,28.0,28.0,27.780000686645508,21.0
128000,21.0,21.0,28.0,21.0,20.940000534057617,21.0,28.0,21.0,28.0,28.0,20.540000915527344,21.0,21.0,21.0,28.0,21.0,28.0,27.729999542236328,28.0,21.0
132000,21.0,20.850000381469727,27.729999542236328,20.940000534057617,21.0,21.0,27.81999969482422,20.850000381469727,28.0,27.739999771118164,20.940000534057617,20.940000534057617,21.0,21.0,28.0,21.0,27.68000030517578,28.0,28.0,20.799999237060547
136000,21.0,21.0,28.0,21.0,20.850000381469727,21.0,28.0,21.0,28.0,27.93000030517578,20.940000534057617,20.81999969482422,21.0,21.0,27.8700008392334,20.729999542236328,28.0,28.0,28.0,20.649999618530277
140000,21.0,21.0,28.0,21.0,21.0,21.0,28.0,21.0,27.93000030517578,28.0,20.6299991607666,20.88999938964844,21.0,20.940000534057617,28.0,21.0,28.0,28.0,27.780000686645508,20.40999984741211
144000,21.0,21.0,27.8700008392334,21.0,20.280000686645508,20.940000534057617,28.0,21.0,28.0,27.729999542236328,20.940000534057617,21.0,21.0,20.850000381469727,28.0,20.729999542236328,27.8700008392334,28.0,28.0,20.940000534057617
148000,21.0,21.0,28.0,20.799999237060547,20.81999969482422,20.940000534057617,28.0,21.0,28.0,28.0,20.940000534057617,20.940000534057617,20.850000381469727,20.88999938964844,28.0,21.0,28.0,27.8700008392334,28.0,21.0
