Step,PPO_1,PPO_2,PPO_3,PPO_4,PPO_5,PPO_6,PPO_7,PPO_8,PPO_9,PPO_10,PPO_11,PPO_12,PPO_13,PPO_14,PPO_15,PPO_16,PPO_17,PPO_18,PPO_19,PPO_20
16384,2.5,2.509999990463257,2.2300000190734863,2.619999885559082,2.400000095367432,2.2100000381469727,2.2699999809265137,2.180000066757202,2.4100000858306885,1.919999957084656,2.150000095367432,2.5,2.380000114440918,2.3499999046325684,2.4100000858306885,3.0899999141693115,2.180000066757202,1.7000000476837158,2.220000028610229,2.450000047683716
32768,15.100000381469728,12.1899995803833,15.239999771118164,9.4399995803833,12.43000030517578,14.770000457763672,13.739999771118164,16.940000534057617,14.880000114440918,16.350000381469727,2.789999961853028,13.239999771118164,16.139999389648438,17.030000686645508,14.770000457763672,16.09000015258789,15.100000381469728,21.34000015258789,5.329999923706055,11.520000457763672
49152,55.68999862670898,40.16999816894531,39.45000076293945,40.18999862670898,33.959999084472656,46.040000915527344,54.959999084472656,44.5099983215332,46.18000030517578,59.93000030517578,37.7599983215332,49.70000076293945,47.72999954223633,39.0099983215332,42.5099983215332,44.02000045776367,51.0,45.16999816894531,47.09000015258789,40.09000015258789
65536,127.25,66.33000183105469,91.08000183105467,74.05000305175781,48.900001525878906,90.58000183105467,114.11000061035156,107.79000091552734,86.12999725341797,122.56999969482422,81.97000122070312,123.63999938964844,101.62999725341795,56.04999923706055,57.41999816894531,68.55999755859375,107.02999877929688,108.62000274658205,77.62000274658203,39.900001525878906
81920,175.77000427246094,145.0,120.87999725341795,129.39999389648438,96.08000183105467,136.0399932861328,178.41000366210938,160.5399932861328,118.19000244140624,134.3699951171875,138.60000610351562,177.1300048828125,137.25999450683594,120.3499984741211,107.13999938964844,114.38999938964844,184.1699981689453,166.85000610351562,132.5800018310547,141.69000244140625
98304,153.99000549316406,200.08999633789065,85.5199966430664,103.41000366210938,99.87999725341795,174.08999633789062,201.3600006103516,171.1199951171875,36.0,66.0,185.5800018310547,78.0,91.9000015258789,179.97000122070312,76.6500015258789,117.23999786376952,49.52999877929688,210.2700042724609,130.97000122070312,178.75999450683594
114688,89.80999755859375,218.9600067138672,51.95000076293945,109.04000091552734,56.63999938964844,97.66000366210938,78.12999725341797,61.59000015258789,36.0,66.0,99.1999969482422,34.2599983215332,65.61000061035156,190.7400054931641,78.0,57.470001220703125,86.30000305175781,231.0,79.91999816894531,78.0
131072,53.900001525878906,221.32000732421875,57.02999877929688,114.12999725341795,115.9000015258789,97.25,36.18000030517578,48.59999847412109,36.0,66.0,79.11000061035156,23.09000015258789,82.38999938964844,190.7400054931641,78.0,35.81999969482422,87.55000305175781,231.0,78.0,36.0
147456,22.540000915527344,221.32000732421875,57.02999877929688,113.12000274658205,123.62999725341795,97.25,34.97999954223633,2.119999885559082,36.0,66.0,30.549999237060547,23.09000015258789,83.91999816894531,190.7400054931641,78.0,36.31999969482422,87.55000305175781,231.0,74.22000122070312,15.0
163840,1.0,221.32000732421875,57.02999877929688,113.16000366210938,123.62999725341795,97.25,34.97999954223633,2.930000066757202,36.0,66.0,100.18000030517578,23.09000015258789,1.0399999618530271,190.7400054931641,78.0,37.40999984741211,87.55000305175781,231.0,8.880000114440918,6.0
